İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17680351,19 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Trabzon - Ortahisar - 2 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/yapi-form-emlak-tan-kalkinmada-kiralik-21-esyali-daire-17680351,12500 TL,Yok,1993,4,,,,,,,,,,,
17675457,18 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,4+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - 1 Nolu Erdoğdu Mahallesi,https://www.emlakjet.com/ilan/trabzon-1-nolu-erdogdu-mahallesi-41-kiralik-konut-17675457,15000 TL,Var,3014,189,2,,,,,Kapalı Balkon,,,,,
17684028,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,75 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/acil-net-profesyonel-emlak-tan-yesiltepe-de-kiralik-daire-17684028,,,,,,,,,,,,,,,
17688756,21 Temmuz 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,4,Sobalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL,Trabzon - Ortahisar - Esentepe Mahallesi,https://www.emlakjet.com/ilan/esentepe-mah-kiralik-daire-meydan-a-300m-17688756,7500 TL,,2363,32,,1,,,,,,,,,
17661185,15 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,5.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,17.500TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/trabzon-pelitli-yesilkoy-kiralik-daire-17661185,17500 TL,Var,154,1,2,2,,,800 TL,,,,,,
17684030,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/net-profesyonel-emlak-tan-kiralik-17684030,,,,,,,,,,,,,,,
17668746,17 Temmuz 2025,17 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,16-20,9.Kat,9,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,28.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/net-profesyonel-emlak-tan-kiralik-17668746,,,,,,,,,,,,,,,
17668029,17 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,160 m²,165 m²,3+1,5-10,4.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,24.000TL,Trabzon - Ortahisar - 1 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-site-icerisnde-uzun-sureli-esyali-31-daire-17668029,,,,,,,,,,,,,,,
17683273,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,5-10,6.Kat,7,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,21.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-pelitli-merkezde-kiralik-31-17683273,,,,,,,,,,,,,,,
17660468,15 Temmuz 2025,15 Temmuz 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/yesiltepe-de-31-merkezi-konumda-firsat-kiralik-daire-17660468,,,,,,,,,,,,,,,
17615219,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,6.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/bostancida-esyali-kiralik-21-17615219,,,,,,,,,,,,,,,
17645876,12 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,22.500TL,Trabzon - Akçaabat - Yıldızlı Mahallesi,https://www.emlakjet.com/ilan/hatipoglu-gayrimenkulden-21-120-m2-esyali-kiralik-daire-17645876,,,,,,,,,,,,,,,
17628322,09 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-kaplan-emlak-besirli-dogalgazli-kiralik-daire-17628322,20000 TL,,1424,2,,,,,,,,,,,
17629732,09 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,,Yabancıdan,Evet,,1,Genel Fiyat,13.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/trabzon-kalkinma-mahallesi-merkezde-tum-faturalar-dahil-uzun-sure-kiralik-1-1-daire-17629732,,Var,,,,,,,,,,,,,
17622741,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,21 Ve Üzeri,Kot 1 (-1).Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - 1 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/kucukler-gayrimenkul-den-besirli-de-kiralik-daire-17622741,,Var,2052,9,2,2,,Betonarme,,Kapalı Balkon,,,,,
17619795,08 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,11-15,6.Kat,8,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-aydinlikevler-de-site-ici-31-kiralik-daire-17619795,25000 TL,,1873,12,,,,,,,,,,,
17623073,08 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,Kot 4 (-4).Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Akçaabat - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/kiralik-31-daire-17623073,,,111,111,,,,,,,,,,,
17628685,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,14.000TL,Trabzon - Ortahisar - Hızırbey Mahallesi,https://www.emlakjet.com/ilan/31-kiralik-daire-17628685,,,111,111,,,,,,,,,,,
17615986,07 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,4,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-site-icerisinde-lux-esyali-31-uzun-sureli-17615986,,,,,,,,,,,,,,,
17615999,07 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,45 m²,65 m²,1+1,1,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-sifir-esyali-sifir-bina-11-uzun-sureli-17615999,,,,,,,,,,,,,,,
17650742,14 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,4,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-uzun-sureli-her-sey-dahil-10-studyo-daire-17650742,,,,,,,,,,,,,,,
17615223,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/e-d-gayrimenkul-den-trabzon-pelitli-de-kiralik-21-daire-17615223,,,,,,,,,,,,,,,
17623062,08 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,110 m²,115 m²,2+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Trabzon - Ortahisar - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/kucukler-gayrimenkul-den-karsiyaka-da-zemin-kat-kiralik-daire-17623062,,,2690,14,,,,,,,,,,,
17616214,08 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - 3 Nolu Erdoğdu Mahallesi,https://www.emlakjet.com/ilan/61-nostalji-emlak-tan-3-nolu-erdogdu-mah-kiralik-daire-31-17616214,,,,,,,,,,,,,,,
17615225,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Trabzon - Ortahisar - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/yenimahalle-de-esyali-kiralik-21-dogalgazli-daire-17615225,,,,,,,,,,,,,,,
17650280,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL,Trabzon - Araklı - Merkez Mahallesi,https://www.emlakjet.com/ilan/okullar-bolgesinde-kiralik-31-dogalgazli-165m2-daire-17650280,,,,,,,,,,,,,,,
17630909,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Kemerkaya Mahallesi,https://www.emlakjet.com/ilan/trabzon-meydan-kemerkay-da-kiralik-11-daire-17630909,,,258,34,,,,,,,,,,,
17640372,11 Temmuz 2025,10 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/trabzon-kalkinma-esyali-esyasiz-kiralik-daire-17640372,11000 TL,Var,675,15,,1,,,280 TL,,,,,,
17650276,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.500TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/e-d-gyo-dan-trabzon-konaklar-merkezi-konumda-kiralik-21-daire-17650276,,,,,,,,,,,,,,,
17650273,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,11-15,7.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Trabzon - Yomra - Sancak Mahallesi,https://www.emlakjet.com/ilan/trabzon-yomra-depozitosuz-kiralik-daire-17650273,,,,,,,,,,,,,,,
17652191,14 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,6.Kat,8,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/kasustu-yaman-residence-da-uzun-donem-kiralik-21-esyali-daire-17652191,,,,,,,,,,,,,,,
17650268,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,12.500TL,Trabzon - Araklı - Merkez Mahallesi,https://www.emlakjet.com/ilan/okullar-bolgesinde-kiralik-31-dogalgazli-160m2-daire-17650268,,,,,,,,,,,,,,,
17630067,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,2,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - 1 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/yeni-esyali-klimali-asansorlu-17630067,10000 TL,Var,2397,10,1,,,,500 TL,Açık Balkon,,,,,
17637024,11 Temmuz 2025,11 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.500TL,Trabzon - Ortahisar - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/trabzon-karsiyaka-da-kiralik-31-daire-17637024,14500 TL,Var,2104,6,,,,,250 TL,,Evet,,,,
17641289,11 Temmuz 2025,12 Temmuz 2025,Konut,Kiralık,Daire,36 m²,42 m²,1+1,0 (Yeni),5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,13.500TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/kuzey-gayrimenkul-den-kiralik-11-daire-17641289,,,,,,,,,,,,,,,
17641240,11 Temmuz 2025,12 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.000TL,Trabzon - Ortahisar - Hızırbey Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-hizirbey-mahalleside-de-kiralik-21-17641240,,,,,,,,,,,,,,,
17650264,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,250 m²,280 m²,5+1,5-10,9.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,4,Genel Fiyat,30.000TL,Trabzon - Yomra - Sancak Mahallesi,https://www.emlakjet.com/ilan/e-d-gyo-dan-yomra-sancak-kiralik-manzarali-51-dubleks-daire-17650264,,,,,,,,,,,,,,,
17615992,07 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,1,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-sifir-esyali-sifir-bina-11-pelitmi-mah-17615992,,,,,,,,,,,,,,,
17650743,14 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-kiralik-daire-17650743,,,,,,,,,,,,,,,
17641290,11 Temmuz 2025,12 Temmuz 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,5-10,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/kuzey-gayrimenkul-den-kiralik-31-deniz-manzarali-daire-17641290,,,,,,,,,,,,,,,
17587324,03 Temmuz 2025,17 Temmuz 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,16-20,5.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,38.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/sahil-caddesinde-kiralik-daire-17587324,,,1497,2,,,,,800 TL,,,,,,
17546427,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,5,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,Trabzon - Akçaabat - Mersin Mahallesi,https://www.emlakjet.com/ilan/trabzon-akcaabat-mersin-de-kiralik-esyali-daire-17546427,30000 TL,Var,271,10,,,,,250 TL,,,,,,
17612968,07 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,20.000TL,Trabzon - Akçaabat - Söğütlü Mahallesi,https://www.emlakjet.com/ilan/trabzon-kaplan-emlak-sogutlu-site-icierisinde-kiralik-dogalgazli-daire-17612968,,,448,1,,,,,900 TL,,,,,,
17532693,23 Haziran 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/esyasiz-kiralik-daire-sifir-yapilmis-sik-ve-modern-tasarim-17532693,,,174,9,,,,,,,,,,,
17581376,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,16-20,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/trabzon-yalincak-ta-kiralik-31-daire-17581376,10000 TL,,121,14,,,,,250 TL,,,,,,
17531493,23 Haziran 2025,12 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,1.Kat,9,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/pelitli-1-etap-toki-kiralik-daire-esyasiz-17531493,,,383,3,,,,,,,,,,,
17586786,03 Temmuz 2025,03 Temmuz 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,11-15,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/konaklar-mah-ici-sifir-yapili-firsat-kiralik-daire-favorilerime-ekle-yazdir-17586786,,,1844,6,,,,,,,,,,,
17542899,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,16-20,8.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,13.000TL,Trabzon - Akçaabat - Yıldızlı Mahallesi,https://www.emlakjet.com/ilan/trabzon-akcaabat-yildizli-toki-de-31-kiralik-daire-17542899,13000 TL,Var,207,32,1,1,İkinci El,Betonarme,,,Evet,,,,
17615217,07 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Trabzon - Araklı - Merkez Mahallesi,https://www.emlakjet.com/ilan/merkezde-kiralik-dogalgazli-asansorlu-31-kiralik-daire-17615217,,,591,35,,,,,,,,,,,
17569055,30 Haziran 2025,04 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Trabzon - Akçaabat - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/kiralik-21-daire-100-m-merkezi-konumda-manzarali-17569055,,,1428,3,,,,,,,,,,,
17535111,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,195 m²,215 m²,4+1,1,2.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/ermax-dan-yalincakta-kiralik-41-215-m2-3-banyolu-daire-17535111,,,,,,,,,,,,,,,
17601189,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/kiralik-21-ofis-daireler-17601189,,,,,,,,,,,,,,,
17581155,02 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.500TL,Trabzon - Ortahisar - Fatih Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-fatih-mahallesinde-esyali-kiralik-31-daire-17581155,21500 TL,Var,1034,175,2,2,,,,Açık Balkon,,,,,
17546319,25 Haziran 2025,08 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,11-15,3.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Çukurçayır Mahallesi,https://www.emlakjet.com/ilan/cukurcayirda-kiralik-31-masrafsiz-daire-17546319,17000 TL,Var,195,7,2,2,İkinci El,Betonarme,,Açık Balkon,Evet,,,,
17581089,02 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,159 m²,160 m²,4+1,11-15,4.Kat,6,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,14.200.000TL,Trabzon - Akçaabat - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/trabzon-akcaabat-yaylacik-mahallesi-meltem-sokakta-kiralik-daire-17581089,,,1450,3,,,,,,,,,,,
17601160,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,48 m²,60 m²,1+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/tanjantta-kiralik-11-ofis-daireler-17601160,,,,,,,,,,,,,,,
17543666,25 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,175 m²,214 m²,4+1,5-10,1.Kat,10,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,70.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/trabzon-kasustu-vardallar-bahce-kati-dubleks-31-17543666,,,,,,,İkinci El,,4500 TL,,,,,,
17615213,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,0 (Yeni),4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,30.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/yalincak-da-kiralik-31-sifir-dogalgazli-deniz-manzarali-daire-17615213,,,,,,,,,,,,,,,
17603476,05 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/pelitli-merkezde-kiralik-daire-17603476,,,3977,15,,,,,,,,,,,
17532446,23 Haziran 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/ogrenciye-sezonluk-ktu-yurume-mesafesi-5-dk-d6-17532446,,,2474,364,,,,,,,,,,,
17566455,30 Haziran 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Trabzon - Ortahisar - 2 Nolu Erdoğdu Mahallesi,https://www.emlakjet.com/ilan/golden-key-gayrimenkul-den-kiralik-daire-17566455,13000 TL,,1056,95,,,,,600 TL,,,,,,
