İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17835291,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,11-15,4.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/mimsin-sirintepe-mah-ana-cadde-uzeri-31-mukemmel-konum-kiralik-17835291,,,,,,,,,,,,,,,
17847760,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+1,1,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/mithatpasa-mah-yatay-mimari-kapali-otoparkli-31-kiralik-daire-17847760,,,,,,,,,,,,,,,
17852298,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,1,9.Kat,9,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,16.000TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesi-karsisi-esyali-21-kiralik-daire-17852298,,,,,,,,,,,,,,,
17836655,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,150 m²,200 m²,4+1,11-15,5.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/talas-bahcelievler-de-erciyes-koleji-karsisi-41-kiralik-daire-17836655,,,,,,,,,,,,,,,
17847666,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,12.Kat,14,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/ultra-luks-esyali-21-ferah-muazzam-kiralik-daire-17847666,,,,,,,,,,,,,,,
17835301,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,175 m²,3+1,3,5.Kat,13,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,https://www.emlakjet.com/ilan/kucuk-ali-de-31-masrafsiz-kiralik-daire-17835301,,,,,,,,,,,,,,,
17838327,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,4.Kat,10,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-jandarma-yakininda-esyali-kiralik-daire-17838327,,,,,,,,,,,,,,,
17835279,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,100 m²,125 m²,2.5+1,5-10,7.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,14.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,https://www.emlakjet.com/ilan/ildem-bekas-konutlari-21-kiralik-daire-aylik-odemeli-17835279,,,,,,,,,,,,,,,
17849117,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,2,4.Kat,5,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,https://www.emlakjet.com/ilan/stt-gyo-dan-tavlusunda-kiralik-onu-acik-yola-yakin-daire-21-17849117,,,,,,,,,,,,,,,
17847764,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,115 m²,2.5+1,2,9.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,17.750TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/afme-neveser-ultra-luks-2-51-kiralik-daire-17847764,,,,,,,,,,,,,,,
17840310,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,0 (Yeni),5.Kat,9,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,12.500TL,Kayseri - Kocasinan - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/global-emlak-bade-6-da-kiralik-sifir-21-esyali-esyasiz-daireler-17840310,,,,,13658,5,,,,,,,,,
17848255,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,175 m²,3+1,5-10,2.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,17.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,https://www.emlakjet.com/ilan/erkilet-31-kiralik-daire-17848255,,,,,,,,,,,,,,,
17849113,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,2,3.Kat,5,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,https://www.emlakjet.com/ilan/stt-gyo-dan-tavlusunda-kiralik-onu-acik-yola-yakin-daire-31-17849113,,,,,,,,,,,,,,,
17838325,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,52 m²,67 m²,2+1,3,4.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesi-yani-kiralik-daire-21-17838325,,,,,,,,,,,,,,,
17847613,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,9.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.250TL,Kayseri - Melikgazi - Altınoluk Mahallesi,https://www.emlakjet.com/ilan/altinoluk-ta-guzel-konumda-31-kiralik-daire-17847613,,,,,,,,,,,,,,,
17847652,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,150 m²,190 m²,3+1,5-10,4.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,19.000TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/afm-bahcelievler-de-genis-meskenli-luks-31-kiralik-daire-17847652,,,,,,,,,,,,,,,
17852339,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,180 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-halef-hoca-cad-uzerinde-esyali-kombili-kiralik-31-daire-17852339,,,,,,,,,,,,,,,
17835927,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,https://www.emlakjet.com/ilan/belsin-19-mayis-mah-de-ici-fuul-esyali-kiralik-daire-17835927,,,,,,,,,,,,,,,
17852291,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,170 m²,3+1,4,7.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,16.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/mimsin-de-kiralik-31-daire-cift-balkon-guney-bati-17852291,,,,,,,,,,,,,,,
17847761,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,95 m²,2+1,0 (Yeni),9.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/basboga-da-sifir-ultra-luks-21-kiralik-daire-17847761,,,,,,,,,,,,,,,
17832621,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,5-10,13.Kat,13,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,12.500TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,https://www.emlakjet.com/ilan/yavuzselim-mah-31-kiralik-daire-17832621,,,,,,,,,,,,,,,
17847626,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,170 m²,3+1,16-20,2.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Kayseri - Melikgazi - Kocatepe Mahallesi,https://www.emlakjet.com/ilan/merkezi-konumda-kiralik-31-genis-daire-17847626,,,,,,,,,,,,,,,
17848253,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,135 m²,170 m²,3+1,5-10,5.Kat,8,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,https://www.emlakjet.com/ilan/31-kiralik-daire-yildiz-evler-full-yapili-17848253,,,,,,,,,,,,,,,
17830014,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,2+1,5-10,7.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Kayseri - Melikgazi - Anbar Mahallesi,https://www.emlakjet.com/ilan/anbar-da-21-kiralik-daire-17830014,,,,,,,,,,,,,,,
17835281,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,165 m²,3+1,0 (Yeni),6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,16.500TL,Kayseri - Melikgazi - Fatih Mahallesi,https://www.emlakjet.com/ilan/mimsin-fatih-mah-sifir-kiralik-daire-17835281,,,,,,,,,,,,,,,
17842124,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,85 m²,115 m²,2+1,4,7.Kat,14,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,31.000TL,Kayseri - Melikgazi - Köşk Mahallesi,https://www.emlakjet.com/ilan/fed-global-arven-mahall-de-kiralik-21-esyali-daire-17842124,,,,,,,,,,,,,,,
17847610,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Kayseri - Kocasinan - Alsancak Mahallesi,https://www.emlakjet.com/ilan/alsancak-mah-guzel-konumda-kombili-kiralik-daire-17847610,,,,,,,,,,,,,,,
17847750,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,140 m²,175 m²,3+1,2,11.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Hayır,Yok,2,Genel Fiyat,16.500TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-papatya-caddesinde-mukemmel-konumda-genis-kiralik-31-17847750,,,,,,,,,,,,,,,
17822472,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,16-20,11.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,15.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,https://www.emlakjet.com/ilan/kiralik-ildem-c-guney-cephe-17822472,,,,,,,,,,,,,,,
17827797,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,60 m²,85 m²,2+1,3,4.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/remax-forum-dan-kiralik-21-sehir-hastanesi-karsisi-donat-insaa-17827797,,,,,,,,,,,,,,,
17822479,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,11-15,2.Kat,9,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,13.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/kiralik-ildem-c-ara-kat-guzel-konumlu-17822479,,,,,,,,,,,,,,,
17827774,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,145 m²,185 m²,3+1,21 Ve Üzeri,1.Kat,8,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,https://www.emlakjet.com/ilan/kayseri-merkezinde-kiralik-31-daire-17827774,,,,,,,,,,,,,,,
17827766,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Kayseri - Kocasinan - Gevhernesibe Mahallesi,https://www.emlakjet.com/ilan/remax-forumdan-hastane-caddesi-uzerinde-kiralik-21-daire-17827766,,,,,,,,,,,,,,,
17824815,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,Bodrum Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,8.000TL,Kayseri - Melikgazi - Kılıçaslan Mahallesi,https://www.emlakjet.com/ilan/emsalsiz-muthis-konumda-bodrum-kat-17824815,,,,,,,,,,,,,,,
17824818,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,112 m²,125 m²,3+1,5-10,2.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,12.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,https://www.emlakjet.com/ilan/toki-5-bolge-icerisi-yapili-31-kiralik-daire-17824818,,,,,,,,,,,,,,,
17829851,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,5-10,4.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.250TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/liva-dan-papatya-caddesinde-31-kiralik-daire-17829851,,,,,,,,,,,,,,,
17827729,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,140 m²,170 m²,3+1,2,12.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,29.500TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/remax-forum-dan-kiralik-sifir-talas-papatya-caddesi-17827729,,,,,,,,,,,,,,,
17824849,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.499TL,Kayseri - Kocasinan - General Emir Mahallesi,https://www.emlakjet.com/ilan/erkilette-31-yapili-dusuk-katli-kiralik-daire-17824849,,,,,,,,,,,,,,,
17827781,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL,Kayseri - Melikgazi - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/kayseri-merkez-millet-caddesi-uzerinden-kiralik-31-ofis-daire-17827781,,,,,,,,,,,,,,,
17829853,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,185 m²,210 m²,4+1,11-15,12.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.500TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/liva-dan-bahcelievler-de-genis-41-kiralik-daire-17829853,,,,,,,,,,,,,,,
17821708,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,0 (Yeni),2.Kat,5,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Evet,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Oruçreis Mahallesi,https://www.emlakjet.com/ilan/orucreis-mah-21kiralik-daire-17821708,,,,,,,,,,,,,,,
17827700,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,175 m²,195 m²,3+1,11-15,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Kayseri - Melikgazi - Köşk Mahallesi,https://www.emlakjet.com/ilan/kosk-sosyete-pazari-karsisi-kombi-isitmali-kiralik-31-daire-17827700,,,,,,,,,,,,,,,
17829855,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,185 m²,210 m²,4+1,11-15,9.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.500TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/liva-dan-bahcelievler-de-41-daire-17829855,,,,,,,,,,,,,,,
17830001,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),4.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/erkilet-cocuk-hastanesi-yani-kiralik-21-daire-17830001,,,,,,,,,,,,,,,
17824827,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,95 m²,130 m²,2.5+1,0 (Yeni),7.Kat,14,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-da-esyali-kiralik-daire-depozitosuz-17824827,,,,,,,,,,,,,,,
17827751,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,105 m²,145 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/nato-cad-fevzicakmak-mah-kombili-21-ici-yapili-daire-17827751,,,,,,,,,,,,,,,
17827713,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,1,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/mimsin-sirintepe-sifir-21-kiralik-daire-17827713,,,,,,,,,,,,,,,
17822793,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,138 m²,175 m²,3+1,11-15,5.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,18.500TL,Kayseri - Kocasinan - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/bagdat-caddesi-adliyeye-10-dk-yurume-mesafesi-17822793,500 TL,30000 TL,Var,2,2967,11,,,Fransız Balkon,8 m²,24 m²,2,,10 m²,
17824816,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,145 m²,175 m²,3+1,21 Ve Üzeri,Bodrum Kat,2,Isıtma Yok,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,5.000TL,Kayseri - Melikgazi - Kılıçaslan Mahallesi,https://www.emlakjet.com/ilan/genis-bodrum-kat-daire-17824816,,,,,,,,,,,,,,,
17827633,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,145 m²,175 m²,4+1,16-20,8.Kat,8,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,2,Genel Fiyat,18.500TL,Kayseri - Melikgazi - Esenyurt Mahallesi,https://www.emlakjet.com/ilan/kayseri-esenyurtta-kiralik-41-dubleks-daire-17827633,800 TL,,Var,2,2347,6,,Betonarme,Kapalı Balkon,,,1,,,Evet
17829994,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Kayseri - Talas - Kiçiköy Mahallesi,https://www.emlakjet.com/ilan/talas-kicikoy-mah-genis-kullanisli-kiralik-daire-17829994,,,,,,,,,,,,,,,
17829848,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,3,7.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/liva-dan-sayer-caddesinde-31-sifir-ayarinda-daire-17829848,,,,,,,,,,,,,,,
17827873,11 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,16-20,Bodrum Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.500TL,Kayseri - Kocasinan - Gevhernesibe Mahallesi,https://www.emlakjet.com/ilan/vb-grup-gayrimenkulden-gevhernesibe-mahallesinde-kiralik-daire-17827873,,,,,,,,,,,,,,,
17821405,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,2+1,21 Ve Üzeri,2.Kat,3,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.000TL,Kayseri - Talas - Kiçiköy Mahallesi,https://www.emlakjet.com/ilan/millet-bahcesi-yaninda-dusuk-katli-kiralik-daire-17821405,,,,,,,,,,,,,,,
17830011,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,135 m²,170 m²,3+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/fevzi-cakmak-mah-170m2-31-oda-kiralik-esyali-daire-17830011,,,,,,,,,,,,,,,
17821532,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Kayseri - Kocasinan - Yeni Mahallesi,https://www.emlakjet.com/ilan/baykal-gayrimenkul-den-yenimahalle-de-cadde-ustu-kiralik-daire-17821532,,,Var,,1607,964,,,,,,,,,
17822477,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2.5+1,0 (Yeni),5.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/erkilet-cocuk-hastanesi-yakini-ara-kat-kiralik-2-51-daire-17822477,,,,,,,,,,,,,,,
17827749,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,11-15,4.Kat,14,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-ta-esyali-21-amerikan-mutfak-daire-17827749,,,,,,,,,,,,,,,
17792554,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,140 m²,180 m²,4+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.500TL,Kayseri - Kocasinan - Osmangazi Mahallesi,https://www.emlakjet.com/ilan/erkilet-osmangazi-de-41-kiralik-daire-17792554,,,,,,,,,,,,,,,
17797597,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,11-15,Düz Giriş (Zemin),5,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,https://www.emlakjet.com/ilan/toki-21-8-etap-kiralik-daire-senelik-pesin-120-000-17797597,,,,,,,,,,,,,,,
17821403,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,165 m²,3+1,5-10,9.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-mukemmel-lokasyon-kiralik-31-daire-17821403,,,,,,,,,,,,,,,
17796910,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,145 m²,175 m²,3.5+1,11-15,9.Kat,9,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,21.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,https://www.emlakjet.com/ilan/esenyurt-mahallesin-de-masrafsiz-genis-kiralik-daire-17796910,,,,,,,,,,,,,,,
