İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Salon Metrekare
17808927,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.900TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/exper-gayrimenkul-den-esparka-2-dk-mesafede-kiralik-11-daire-17808927,,,,,,,,,,,,,,,
17808572,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,65 m²,80 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.500TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/turyap-sogutonun-den-sirintepe-mh-temiz-kiralik-11-daire-17808572,,,,,,,,,,,,,,,
17810445,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Eskişehir - Tepebaşı - Tunalı Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkulden-sakarya-caddesi-ara-sokagi-kiralik-31-daire-17810445,,,,,,,,,,,,,,,
17810416,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,47 m²,55 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Tepebaşı - Şarhöyük Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-sarhoyukte-kiralik-11-esyali-daire-17810416,,,,,,,,,,,,,,,
17804985,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2.5+1,21 Ve Üzeri,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/31-mustakil-daire-17804985,20362,1,İkinci El,Betonarme,0 TL,14000 TL,10 m²,Var,1,Açık Balkon,3 m²,1,2 m²,Hayır,20 m²
17808883,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Eskişehir - Tepebaşı - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/bess-den-ertugrulgazi-mah-cilem-caddesi-yakini-kiralik-21-daire-17808883,,,,,,,,,,,,,,,
17810331,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,150 m²,200 m²,3+1,1,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/balkan-gunduz-den-sutluce-mahallesinde-kiralik-31-luks-dubleks-daire-17810331,14634,32,,,,,,,,,,,,,
17810586,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,1,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.500TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/balkan-gunduz-den-sutluce-mahallesinde-luks-11-kiralik-daire-17810586,14634,32,,,,,,,,,,,,,
17808928,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/loft-gayrimenkulden-yenibaglar-mahallesinde-kiralik-esyali-11-17808928,,,,,,,,,,,,,,,
17806123,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,55 m²,67 m²,1+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.500TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/dolunay-dan-tombakzade-caddesi-yakini-kiralik-67m2-11-daire-17806123,,,,,,,,,,,,,,,
17810436,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,78 m²,87 m²,2+1,11-15,7.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Eskişehir - Tepebaşı - Ömerağa Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-omeragada-cadde-ustu-kiralik-21-daire-17810436,,,,,,,,,,,,,,,
17810420,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Tunalı Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-gaffar-okkan-ara-sokagi-kiralik-110-m2-21-17810420,,,,,,,,,,,,,,,
17809172,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Odunpazarı - Arifiye Mahallesi,https://www.emlakjet.com/ilan/arifiye-mah-21-balkonlu-boyali-17809172,,,,,,,,,,,,,,,
17808588,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/turyap-sogutonun-den-sirintepe-mah-de-kiralik-esyali-11-daire-17808588,,,,,,,,,,,,,,,
17808565,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,7.Kat,7,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Odunpazarı - Yenidoğan Mahallesi,https://www.emlakjet.com/ilan/turyap-tan-yunuskent-te-full-esyali-asansorlu-kiralik-31-17808565,,,,,,,,,,,,,,,
17808590,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/turyap-sogutonun-den-sirintepe-mah-de-kiralik-esyali-11-daire-17808590,,,,,,,,,,,,,,,
17805132,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,118 m²,135 m²,3+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/eskisehir-camlica-mah-tramvay-duragi-karsisinda-kiralik-31-daire-17805132,14777,17,,,,,,,,,,,,,
17810587,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,5-10,3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/bulvar-uzeri-onu-acik-klimali-giyinme-odali-cok-genis-31-17810587,,,,,,,,,,,,,,,
17810446,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,98 m²,105 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Batıkent Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-batikentte-kiralik-105-m2-21-daire-17810446,,,,,,,,,,,,,,,
17779634,08 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,11-15,2.Kat,4,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Eskişehir - Tepebaşı - Uluönder Mahallesi,https://www.emlakjet.com/ilan/donertas-emlaktan-akademia-suit-buyuk-balkonlu-11-daire-17779634,2930,3,İkinci El,Betonarme,750 TL,22000 TL,,Var,1,Kapalı Balkon,,1,,Hayır,
17795317,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,6.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Eskişehir - Tepebaşı - Eskibağlar Mahallesi,https://www.emlakjet.com/ilan/pi-emlak-tan-espark-karsisinda-kiralik-apart-daire-17795317,,,,,,,,,,,,,,,
17793668,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,Stüdyo,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.500TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/4m-den-buyukdere-osmangazi-universitesi-yakini-35m2-10-17793668,,,,,,,,,,,,,,,
17792187,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,Eskişehir - Tepebaşı - Kumlubel Mahallesi,https://www.emlakjet.com/ilan/new-emlak-tan-kumlubel-mahallesinde-kiralik-31-daire-17792187,,,,,,,,,,,,,,,
17789540,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Eskişehir - Tepebaşı - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/eslider-emlaktan-bahceli-evlerde-kiralik-11-17789540,,,,,,,,,,,,,,,
17778448,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,5-10,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.250TL,Eskişehir - Odunpazarı - 71 Evler Mahallesi,https://www.emlakjet.com/ilan/ozbey-emlaktan-sehir-hastanesi-yakini-kiralik-20-17778448,,,,,,,,,,,,,,,
17789543,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/emek-ertas-caddesinde-kiralik-31-17789543,,,,,,,,,,,,,,,
17792188,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,2,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Tepebaşı - Zafer Mahallesi,https://www.emlakjet.com/ilan/new-emlak-tan-zafer-de-kiralik-21-daire-17792188,,,,,,,,,,,,,,,
17801464,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/birlik-caddesi-uzeri-21-17801464,,,,,,,,,,,,,,,
17781271,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/ilk-oturan-siz-olun-17781271,15136,4,Sıfır,Betonarme,,13000 TL,,Yok,,,,,,Hayır,
17781621,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/baglarda-kismi-esyali-daire-17781621,23003,9,İkinci El,Betonarme,,17000 TL,,,,,,,,Hayır,
17792977,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Eskişehir - Odunpazarı - İstiklal Mahallesi,https://www.emlakjet.com/ilan/vefa-kochanden-istiklal-mh-de-11-full-esyali-daire-17792977,,,,,,,,,,,,,,,
17780459,08 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,165 m²,170 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,23.000TL,Eskişehir - Tepebaşı - Ömerağa Mahallesi,https://www.emlakjet.com/ilan/ozgur-denizli-den-tunali-mah-31-dublex-kiralik-daire-17780459,577,14,,,,,,,,,,2,,,
17781689,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.500TL,Eskişehir - Tepebaşı - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com/ilan/sivrihisar-caddesi-uzerinde-full-esyali-arakat-daire-17781689,690,39,,,,47000 TL,8 m²,Var,1,Açık Balkon,4 m²,1,,,30 m²
17794066,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,3,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Eskişehir - Tepebaşı - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/pera-dan-ertugrulgazi-mh-denizhan-sk-manzarali-kiralik-21-daire-17794066,24592,1,,,150 TL,15000 TL,,,,,,,,,
17793672,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Odunpazarı - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/4m-den-kurtulus-mahallesi-asansorlu-120m2-31-17793672,,,,,,,,,,,,,,,
17782289,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,5.Kat,8,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Eskişehir - Odunpazarı - İstiklal Mahallesi,https://www.emlakjet.com/ilan/esgyo-dan-ataturk-cad-uzeri-manzarali-ve-bakimli-21-daire-17782289,13211,16,,,,,,,,,,,,,
17793670,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,Stüdyo,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/4m-den-buyukdere-osmangazi-universitesi-yakini-35m2-10-17793670,,,,,,,,,,,,,,,
17792967,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Tepebaşı - Hoşnudiye Mahallesi,https://www.emlakjet.com/ilan/v-kochan-dan-merkez-de-kizilcikli-cd-arasinda-kiralik-21-daire-17792967,,,,,,,,,,,,,,,
17787834,09 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,29.000TL,Eskişehir - Tepebaşı - Boyacıoğlu Mahallesi,https://www.emlakjet.com/ilan/yenisehir-konaklarinda-kiralik-31-kombili-daire-17787834,13761,1,,,,,,Var,2,"Açık Balkon, Kapalı Balkon",,,,,
17780927,08 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - 71 Evler Mahallesi,https://www.emlakjet.com/ilan/kaplan-gayrimenkul-den-71-evler-mah-ertas-cad-ve-aquapark-yakini-31-115-m-kiralik-arakat-daire-17780927,21763,10,,,,,,,,,,,,,
17783844,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,23.500TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/sahibinden-yenibaglarda-21-kiralik-daire-17783844,1148,25,,,,23500 TL,,Var,1,Açık Balkon,,1,,Hayır,
17781186,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/osmangazi-universitesi-yakini-esyali-kiralik-daire-17781186,20637,10,İkinci El,Betonarme,,17000 TL,,Yok,,,,,,Hayır,
17795339,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,17.500TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/emek-mahallesinde-sehir-manzarali-21-genis-daire-17795339,,,,,,,,,,,,,,,
17789249,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.500TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/anadolu-universitesine-yurume-mesafesi-esyali-11-65-m2-arakat-17789249,,,,,,,,,,,,,,,
17797286,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,26.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/sercan-mutlu-dan-sirintepe-mahallesinde-kiralik-31-daire-17797286,,,,,,,,,,,,,,,
17797288,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,11-15,3.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.500TL,Eskişehir - Odunpazarı - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/sercan-mutlu-dan-19-mayis-caddesi-uzeri-kiralik-31-daire-17797288,,,,,,,,,,,,,,,
17798916,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/kaymen-emlak-esogu-ye-100-metre-mesafede-11-45-m2-daire-17798916,,,,,,,,,,,,,,,
17780950,08 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.000TL,Eskişehir - Tepebaşı - Kumlubel Mahallesi,https://www.emlakjet.com/ilan/rba-dan-kumlubel-mh-kiralik-apart-17780950,25341,2,,,,,,,,,,,,,
17797291,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.500TL,Eskişehir - Odunpazarı - Yenidoğan Mahallesi,https://www.emlakjet.com/ilan/sercan-mutlu-dan-yenidogan-mahallesinde-kiralik-31-daire-17797291,,,,,,,,,,,,,,,
17778172,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.000TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/pera-dan-buyukdere-mah-o-g-u-yakini-11-kiralik-temiz-daire-17778172,20634,6,,,,,,,,,,,,,
17765526,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,65 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Eskişehir - Tepebaşı - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/tekgoz-den-seylap-cd-arasinda-kiralik-21-daire-17765526,,,,,,,,,,,,,,,
17769862,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/nil-emlak-gyd-den-yenibaglar-da-espark-yakini-bulvar-cepheli-100-m2-21-17769862,10772,26,,,,20000 TL,,,,,,,,,
17777827,07 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,140 m²,169 m²,3+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,,Kat İrtifakı,Hayır,,2,Birim Fiyat,38.000TL,Eskişehir - Tepebaşı - Aşağı Söğütönü Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-asagisogutonunde-bulvar-uzerinde-31-daire-17777827,3345,4,,,,,,,,,,,,,
17767948,05 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.000TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/anadolu-universitesi-icem-kapisi-yakini-11-ayri-mutfakli-kombili-daire-17767948,14658,5,,,,,,,,,,,,,
17778447,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,3,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Odunpazarı - Gökmeydan Mahallesi,https://www.emlakjet.com/ilan/ozbey-emlaktan-gokmeydan-mh-ulus-caddesi-yakini-kiralik-31-17778447,,,,,,,,,,,,,,,
17766227,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/rw-life-buyukdere-mh-elci-sokakta-21-kiralik-daire-17766227,,,,,,,,,,,,,,,
17772935,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,130 m²,160 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Zafer Mahallesi,https://www.emlakjet.com/ilan/recep-umit-emlak-tan-zafer-mahallesinde-temiz-full-esyali-21-kiralik-dubleks-daire-17772935,25271,1,,,,,,,,,,,,,
17767377,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,38.000TL,Eskişehir - Tepebaşı - Zincirlikuyu Mahallesi,https://www.emlakjet.com/ilan/asagisogutonu-mh-31-site-ici-asansor-arakat-o-garajli-sho-222-17767377,3273,4,,,,,,,,,,,,,
17766171,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/pera-dan-sirintepe-iletisim-kapisi-esyali-temiz-kiralik-11-daire-17766171,19852,2,,,100 TL,14000 TL,,,,,,,,,
17766658,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.000TL,Eskişehir - Tepebaşı - Zafer Mahallesi,https://www.emlakjet.com/ilan/eskisehir-tepebasi-zafer-mh-21-kiralik-daire-17766658,25253,13,İkinci El,Betonarme,,11000 TL,,Var,1,Açık Balkon,,2,,Hayır,
