İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17817429,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,84 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,26.500TL,Ankara - Etimesgut - Şeyh Şamil Mahallesi,https://www.emlakjet.com/ilan/eryaman-seyhsamil-mahallesi-21-kiralik-daire-17817429,,,,Boş,Yok,,,,,,,,
17816692,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,11-15,3.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,35.000TL,Ankara - Etimesgut - İstasyon Mahallesi,https://www.emlakjet.com/ilan/etimesgut-istasyonda-cadde-uzeri-31-daire-17816692,,,,Boş,Yok,,,,,,,,
17821062,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,25.000TL,Ankara - Sincan - 29 Ekim Mahallesi,https://www.emlakjet.com/ilan/evim-emlak-tan-sincan-park-dibi-giyinme-odali-31-kiralik-17821062,,,,Boş,Yok,,,,,,,,
17816436,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.500TL,Ankara - Mamak - Demirlibahçe Mahallesi,https://www.emlakjet.com/ilan/doganbahce-sok-da-21-full-esyali-kiralik-daire-17816436,,,,Eşyalı,Yok,,,,,,,,
17819016,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,30.000TL,Ankara - Sincan - Menderes Mahallesi,https://www.emlakjet.com/ilan/memur-veya-memur-kefil-sartiyla-menderes-mah-luks-31-daire-17819016,,,,Boş,Yok,,,,,,,,
17821373,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,31.500TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/31-buyuklugunde-21-luks-bulvarin-dibi-17821373,,,,Boş,Yok,,,,,,,,
17821366,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.750TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/bulvara-yakin-sifir-oturuma-hazir-lux-11-esyali-kiralik-17821366,,,,Boş,Yok,,,,,,,,
17816442,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,26.500TL,Ankara - Çankaya - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/ertugrul-gazi-mah-esyali-kiralik-31-daire-17816442,,,,Boş,Yok,,,,,,,,
17820022,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,11.Kat,11,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,14.000TL,Ankara - Sincan - Alcı Mahallesi,https://www.emlakjet.com/ilan/alci-mahallesi-31-yapili-guzel-kiralik-daire-17820022,,,,Boş,Yok,,,,,,,,
17818078,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,137 m²,3+1,11-15,Yüksek Giriş,7,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Etimesgut - Yapracık Mahallesi,https://www.emlakjet.com/ilan/genis-y-tipi-daire-17818078,,,,Boş,Yok,,,,,,,,
17821381,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.500TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/a-kalite-lokasyon-insaat-ve-esya-17821381,,,,Eşyalı,Yok,,,,,,,,
17818503,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,3+1,21 Ve Üzeri,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,28.000TL,Ankara - Çankaya - Murat Mahallesi,https://www.emlakjet.com/ilan/cankaya-gop-yakini-esyali-kiralik-31-genis-daire-17818503,,,,Eşyalı,Yok,,,,,,,,
17820753,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,105 m²,118 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,21.000TL,Ankara - Keçiören - Kanuni Mahallesi,https://www.emlakjet.com/ilan/osmangazi-ana-cad-uzeri-kiralik-orta-kat-31-daire-masrafsiz-17820753,,,,Boş,Yok,,,,,,,,
17819029,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,15.000TL,Ankara - Sincan - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/toki-temelli-31-esyali-17819029,,,,Eşyalı,Yok,,,,,,,,
17818842,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.500TL,Ankara - Etimesgut - İstasyon Mahallesi,https://www.emlakjet.com/ilan/etimesgut-istasyon-mh-villalik-parselde-baglica-yakini-31-17818842,45482,6,,Boş,Yok,,200 TL,25500 TL,,,,,
17819196,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.000TL,Ankara - Sincan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/fevzi-cakmak-mah-de-onu-acik-asansorlu-yapili-kiralik-daire-17819196,,,,Boş,Yok,,,,,,,,
17816269,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,270 m²,300 m²,4+1,21 Ve Üzeri,5.Kat,12,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,62.000TL,Ankara - Çankaya - Yıldızevler Mahallesi,https://www.emlakjet.com/ilan/turan-gunes-bulvarinda-kiralik-41-luks-daire-17816269,,,,Boş,Yok,,,,,,,,
17818080,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,6.Kat,12,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,18.000TL,Ankara - Etimesgut - Atayurt Mahallesi,https://www.emlakjet.com/ilan/5-bolge-esyali-kiralik-genis-21-17818080,,,,Eşyalı,Yok,,,,,,,,
17821041,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,0 (Yeni),4.Kat,11,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,42.000TL,Ankara - Yenimahalle - Yuvaköy Mahallesi,https://www.emlakjet.com/ilan/batikent-cakirlar-bienza-da-sifir-luks-kiralik-31-daire-17821041,,,,Boş,Yok,,,,,,,,
17815944,11 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.500TL,Ankara - Keçiören - Pınarbaşı Mahallesi,https://www.emlakjet.com/ilan/pinarbasinda-cadde-yakini-oncephe-isiyalitimli-ust-kat-31-20000-17815944,,,,Boş,Yok,,200 TL,18500 TL,,,,,
17815122,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,12.Kat,14,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,35.000TL,Ankara - Mamak - Akşemsettin Mahallesi,https://www.emlakjet.com/ilan/dogukent-caddesi-uzeri-kiralik-3-1-mucahit-coban-17815122,,,,Boş,Yok,,,,,,,,
17815117,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,16-20,2.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,36.000TL,Ankara - Yenimahalle - Kardelen Mahallesi,https://www.emlakjet.com/ilan/cakirlar-gobekte-arakat-ferah-ve-aydinlik-31-kiralik-daire-17815117,,,,Boş,Yok,,,,,,,,
17816268,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,11-15,4.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,46.000TL,Ankara - Çankaya - Yukarı Dikmen Mahallesi,https://www.emlakjet.com/ilan/yukari-dikmen-mahallesinde-genis-ferah-kiralik-31-daire-17816268,,,,Boş,Yok,,,,,,,,
17815125,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,105 m²,115 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,36.500TL,Ankara - Çankaya - Büyükesat Mahallesi,https://www.emlakjet.com/ilan/cehre-sokakta-sifir-yapili-genis-31-kiralik-daire-17815125,,,,Boş,Yok,,,,,,,,
17815237,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,124 m²,130 m²,2+1,4,10.Kat,22,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,52.000TL,Ankara - Çankaya - Yaşamkent Mahallesi,https://www.emlakjet.com/ilan/yasamkentin-en-guzel-projesi-anka-cadde-21-kiralik-daire-17815237,,,,Boş,Yok,,,,,,,,
17815133,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,1.Kat,4,Merkezi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,48.000TL,Ankara - Çankaya - Remzi Oğuz Arık Mahallesi,https://www.emlakjet.com/ilan/meclis-karsisinda-montalamali-1-kat-on-bakimli-asansorlu-otopark-17815133,,,,Boş,Yok,,,,,,,,
17814495,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,4.Kat,17,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,30.000TL,Ankara - Yenimahalle - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com/ilan/yda-mehmet-akif-ersoy-21-kiralik-daire-17814495,,,,Boş,Yok,,,,,,,,
17815881,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,22.Kat,30,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,57.500TL,Ankara - Mamak - Akşemsettin Mahallesi,https://www.emlakjet.com/ilan/er-soz-nata-vega-konut-kulelerinde-31-esyali-lux-kiralik-17815881,,,,Eşyalı,Yok,,,,,,,,
17811985,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,42 m²,50 m²,1+1,2,1.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,21.500TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/incek-bulvara-yakin-kiralik-esyali-ve-balkonlu-11-daire-17811985,,,,Eşyalı,Yok,,,,,,,,
17812120,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.000TL,Ankara - Çankaya - Bayraktar Mahallesi,https://www.emlakjet.com/ilan/cankaya-bayraktar-mh-3-kat-31-masrafsiz-kiralik-daire-17812120,,,,Boş,Yok,,,,,,,,
17816003,11 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,33.000TL,Ankara - Çankaya - Aziziye Mahallesi,https://www.emlakjet.com/ilan/cankaya-atakule-yakini-kirkpinar-sok-31-otoparkli-17816003,,,,Boş,Yok,,,,,,,,
17815221,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,2+1,5-10,25.Kat,25,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Hayır,3,,,,,Genel Fiyat,60.000TL,Ankara - Çankaya - Konutkent Mahallesi,https://www.emlakjet.com/ilan/hayran-kule-kiralik-luks-dubleks-ofis-konut-enbati-a-s-17815221,,,,Boş,Yok,,,,,,,,
17815120,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,133 m²,155 m²,3+1,5-10,15.Kat,30,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,45.000TL,Ankara - Gölbaşı - Taşpınar Mahallesi,https://www.emlakjet.com/ilan/ede-tower-da-31-ebeveyn-banyolu-kiralik-emel-kalkay-dan-17815120,,,,Boş,Yok,,,,,,,,
17816073,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,1,Kot 2 (-2).Kat,2,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Mamak - Mutlu Mahallesi,https://www.emlakjet.com/ilan/mutlu-mah-11-ultralux-esyali-daire-17816073,,,,Eşyalı,Yok,,,,,,,,
17812311,10 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Yenimahalle - Demetlale Mahallesi,https://www.emlakjet.com/ilan/kiralik-yapili-temiz-daire-metronun-dibinde-17812311,,,,Boş,Yok,,,,,,,,
17811960,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,160 m²,175 m²,4+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,2,,,,,Genel Fiyat,30.000TL,Ankara - Gölbaşı - Taşpınar Mahallesi,https://www.emlakjet.com/ilan/incek-taspinar-bulvar-jandarma-karsisi-genis-kiralik-41-daire-17811960,,,,Boş,Yok,,,,,,,,
17814754,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,8.Kat,14,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,19.900TL,Ankara - Altındağ - Baraj Mahallesi,https://www.emlakjet.com/ilan/gule-den-altindag-kuzey-ankara-10-etap-31-8-kat-ferah-temiz-da-17814754,,,,Boş,Yok,,,,,,,,
17813157,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,21 Ve Üzeri,5.Kat,15,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,23.500TL,Ankara - Etimesgut - Şehit Osman Avcı Mahallesi,https://www.emlakjet.com/ilan/eryaman-metro-yani-11-mobleli-17813157,,,,Eşyalı,Yok,,,,,,,,
17814715,10 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,0 (Yeni),3.Kat,4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,24.900TL,Ankara - Yenimahalle - Yakacık Mahallesi,https://www.emlakjet.com/ilan/guler-den-yenimahalle-tokide-sifir-31-21-kiralik-ucuz-dairee-17814715,,,,Boş,Yok,,,,,,,,
17811351,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,2,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,28.000TL,Ankara - Keçiören - Basınevleri Mahallesi,https://www.emlakjet.com/ilan/gata-ya-yurume-mesafesinde-11-katta-full-esyali-kiralik-daire-17811351,,,,Eşyalı,Yok,,,,,,,,
17815230,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,4.5+1,21 Ve Üzeri,2.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,45.000TL,Ankara - Çankaya - Aziziye Mahallesi,https://www.emlakjet.com/ilan/mesnevi-cad-41-ara-kat-dublex-enbati-a-s-17815230,,,,Boş,Yok,,,,,,,,
17815064,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Sincan - Pınarbaşı Mahallesi,https://www.emlakjet.com/ilan/pinarbasi-mahallesi-kiralik-31-daire-17815064,,,,Boş,Yok,,,,,,,,
17811326,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.500TL,Ankara - Gölbaşı - Örencik Mahallesi,https://www.emlakjet.com/ilan/golbasi-orencik-de-sifir-esyali-11-ara-kat-17811326,,,,Eşyalı,Yok,,,,,,,,
17815236,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,8.Kat,10,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,32.000TL,Ankara - Etimesgut - Oğuzlar Mahallesi,https://www.emlakjet.com/ilan/elvankent-bati-adliyesi-yakini-21-kiralik-daire-17815236,,,,Boş,Yok,,,,,,,,
17813029,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,35.000TL,Ankara - Çankaya - Ayrancı Mahallesi,https://www.emlakjet.com/ilan/full-mobilyali-lux-21-kombili-2-kat-17813029,,,,Eşyalı,Yok,,,,,,,,
17812129,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,70 m²,78 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.500TL,Ankara - Çankaya - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/merkez-cebeci-ertugrulgazi-mh-giris-kat-21-kiralik-daire-17812129,,,,Boş,Yok,,,,,,,,
17814735,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),Yüksek Giriş,5,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,19.900TL,Ankara - Sincan - Saraycık Mahallesi,https://www.emlakjet.com/ilan/guler-den-saraycik-tokide-sifir-21-kat-konumunda-guney-merkezde-17814735,,,,Boş,Yok,,,,,,,,
17811976,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2.5+1,0 (Yeni),1.Kat,15,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,39.750TL,Ankara - Yenimahalle - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/istanbul-yolu-ve-metro-yani-terasli-kiralik-2-51-daire-isport-17811976,,,,Boş,Yok,,,,,,,,
17811346,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,27.500TL,Ankara - Keçiören - Ayvalı Mahallesi,https://www.emlakjet.com/ilan/ayvali-mah-e-sehir-hastanese-yakini-21-full-esyali-kiralik-dair-17811346,,,,Eşyalı,Yok,,,,,,,,
17807321,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,70 m²,85 m²,1+1,11-15,Kot 1 (-1).Kat,9,Merkezi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,35.000TL,Ankara - Çankaya - Güzeltepe Mahallesi,https://www.emlakjet.com/ilan/resat-nuri-sk-trend-rezidans-ta-11-esyali-kiralik-daire-17807321,,,,Eşyalı,Yok,,,,,,,,
17807318,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+1,11-15,12.Kat,30,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,82.000TL,Ankara - Çankaya - İlkbahar Mahallesi,https://www.emlakjet.com/ilan/guneypark-1-compound-31-luxury-fully-furnished-for-rent-17807318,,,,Eşyalı,Yok,,,,,,,,
17810929,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,84 m²,94 m²,2+1,11-15,10.Kat,12,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Atayurt Mahallesi,https://www.emlakjet.com/ilan/toki-yapracikta-5-bolgede-esyali-21-kiralik-daire-17810929,,,,Eşyalı,Yok,,,,,,,,
17810577,10 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Sincan - Mareşal Çakmak Mahallesi,https://www.emlakjet.com/ilan/maresal-cakmak-mh-31-kiralik-daire-17810577,787,7,,,,,,,,,,,
17806464,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,40.000TL,Ankara - Çankaya - Kazım Özalp Mahallesi,https://www.emlakjet.com/ilan/bdm-den-gop-da-kuleli-sokak-31-genis-giris-kat-isyerine-uygun-17806464,,,,Eşyalı,Yok,,,,,,,,
17805155,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,34.000TL,Ankara - Çankaya - Konutkent Mahallesi,https://www.emlakjet.com/ilan/yasamkent-kiralik-daire-ultra-luks-esyali-sifir-oturuma-hazir-17805155,42463,20,,,,,,,,,,,
17807283,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,23.000TL,Ankara - Sincan - Mustafa Kemal Mahallesi,https://www.emlakjet.com/ilan/sah-emlak-tan-mustafa-k-mah-de-31-ultra-genis-kiralik-daire-17807283,,,,Boş,Yok,,,,,,,,
17810930,10 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,154 m²,169 m²,3+1,11-15,Yüksek Giriş,14,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/toki-turkuaz-ebeveyn-banyolu-kiralik-genis-31-17810930,,,,Boş,Yok,,,,,,,,
17807333,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,240 m²,300 m²,5+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,115.000TL,Ankara - Çankaya - Ayrancı Mahallesi,https://www.emlakjet.com/ilan/ayranci-kuzgun-sok-dubleks-nearby-embassies-for-rent-17807333,,,,Boş,Yok,,,,,,,,
17809726,10 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.000TL,Ankara - Keçiören - Yayla Mahallesi,https://www.emlakjet.com/ilan/esertepe-sinasi-okulu-yakini-merkez-ara-kat-3-cephe-2-balkon-k-31-17809726,30799,7,,,,,,,,,,,
17807435,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,42 m²,47 m²,1+1,1,5.Kat,11,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,30.000TL,Ankara - Yenimahalle - Batı Sitesi Mahallesi,https://www.emlakjet.com/ilan/gokdemir-city-projesinde-11-esyali-kiralik-daire-17807435,,,,Eşyalı,Yok,,,,,,,,
17806001,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,25 m²,26 m²,Stüdyo,21 Ve Üzeri,2.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Ankara - Çankaya - Yaşamkent Mahallesi,https://www.emlakjet.com/ilan/yasamkent-esyali-kiralik-daire-10-faturalar-dahil-2-kat-17806001,42458,1,,,,,,,,,,,
